"no","Word","Sub_Type","Type2","Type3","wildcard","wildsort","Source_Politician","Low_Precision","Low_Recall","Other_Reason","Old_Term","Include","Comment","sort","multiword","duplicate","real_duplicate","added","regex_matches","regex_lookuptime","regex_sort","word_copy","popu_list","ches2014_antielite_std","ches2017_antielite_std","ches2017_peopleelite_std","ches2017_pop_std","cses5_pop_std","mean_cor"
86,"(.*)kungel(.*)","zzz_none","conflictive","anti-elitism","regex",1,0,0,0,0,0,1,,"kungel",FALSE,FALSE,FALSE,2019-04-09,41,1.00,1,"(.*)kungel(.*)",0.60,0.33,0.67,0.69,0.72,0.52,0.52
87,"lakai(e|en)?","zzz_none","conflictive","anti-elitism","regex",1,0,0,0,0,0,1,,"lakaieen",FALSE,FALSE,FALSE,2019-04-08,3,1.32,1,"lakai(e|en)?",0.44,"NA",0.85,0.63,0.80,0.66,0.73
88,"lebensfern(.*)","zzz_none","conflictive","anti-elitism","regex",1,0,0,0,0,0,1,,"lebensfern",FALSE,FALSE,FALSE,2019-04-08,4,1.30,1,"lebensfern(.*)",0.34,"NA","NA","NA","NA","NA","#DIV/0!"
89,"lebensfremd(.*)","zzz_none","conflictive","anti-elitism","regex",1,0,0,0,0,0,1,,"lebensfremd",FALSE,FALSE,FALSE,2019-04-08,10,1.51,1,"lebensfremd(.*)",-0.05,0.38,0.85,0.63,0.80,0.66,0.61
90,"lug","zzz_none","conflictive","anti-elitism","none",1,0,0,0,0,0,1,,"lug",FALSE,FALSE,FALSE,2019-04-08,7,1.25,1,"lug",0.28,"NA",0.79,0.65,0.78,0.54,0.66
91,"machthunger(s)?","zzz_none","conflictive","anti-elitism","regex",1,0,0,0,0,0,1,,"machthungers",FALSE,FALSE,FALSE,2019-04-08,5,1.15,1,"machthunger(s)?",0.13,"NA","NA","NA","NA","NA","#DIV/0!"
92,"machthungrig(e|er|es|en|em)? ","diktatorische eliten","conflictive","anti-elitism","regex",1,0,0,0,0,0,1,,"machthungrigeeresenem",TRUE,FALSE,FALSE,2019-04-11,11,1.17,1,"machthungrig(e|er|es|en|em)? ",0.45,"NA",0.85,0.63,0.80,0.66,0.73
93,"machtversessenheit","zzz_none","conflictive","anti-elitism","none",1,0,0,0,0,0,1,,"machtversessenheit",FALSE,FALSE,FALSE,2019-04-08,6,1.17,1,"machtversessenheit",0.27,0.38,"NA","NA","NA",-0.26,0.06
94,"mafia","zzz_none","conflictive","anti-elitism","none",1,0,0,0,0,0,1,,"mafia",FALSE,FALSE,FALSE,2019-04-08,56,1.16,1,"mafia",0.23,0.55,0.85,0.63,0.80,0.59,0.65
95,"mauschelei(en)?","zzz_none","conflictive","anti-elitism","regex",1,0,0,0,0,0,1,,"mauscheleien",FALSE,FALSE,FALSE,2019-04-09,20,1.18,1,"mauschelei(en)?",0.43,"NA",0.85,0.63,0.80,0.66,0.73
96,"mehrheit (der|im|in der|unter den|aller)","mehrheit","advocative","sovereignty","regex",1,0,0,0,0,0,1,,"mehrheitderiminderunterdenaller",TRUE,FALSE,FALSE,2019-04-11,832,1.17,1,"mehrheit (der|im|in der|unter den|aller)",0.70,0.14,0.37,0.21,0.32,0.54,0.33
97,"mehrheit (der|unter den|aller) bürger(n|innen)?","mehrheit","advocative","sovereignty","regex",1,1,0,0,0,0,1,,"mehrheitderunterdenallerbürgerninnen",TRUE,FALSE,FALSE,2019-04-11,27,1.18,1,"mehrheit (der|unter den|aller) bürger(n|innen)?",0.82,"NA","NA","NA","NA","NA","#DIV/0!"
98,"mehrheit (des|im) volk(s|es|e)?","mehrheit","advocative","sovereignty","regex",1,0,0,0,0,0,1,,"mehrheitdesimvolksese",TRUE,FALSE,FALSE,2019-04-11,6,1.17,1,"mehrheit (des|im) volk(s|es|e)?",0.63,0.38,"NA","NA","NA","NA",0.38
99,"mehrheitsmeinung(en)?","zzz_none","advocative","sovereignty","regex",1,1,0,0,0,0,1,,"mehrheitsmeinungen",FALSE,FALSE,FALSE,2019-04-08,15,1.16,1,"mehrheitsmeinung(en)?",0.19,0.38,0.97,0.76,0.93,0.72,0.68
100,"nomenklatura","zzz_none","conflictive","anti-elitism","none",1,0,0,0,0,0,1,,"nomenklatura",FALSE,FALSE,FALSE,2019-04-08,5,1.74,1,"nomenklatura",0.44,0.38,"NA","NA","NA","NA",0.38
101,"normal(e|er|en|em) bürger(s|n|innen|in)?","normale menschen","advocative","people-centrism","regex",1,0,0,0,0,0,1,,"normaleerenembürgersninnenin",TRUE,FALSE,FALSE,2019-04-11,92,1.70,1,"normal(e|er|en|em) bürger(s|n|innen|in)?",0.70,0.44,0.85,0.63,0.80,0.66,0.63
102,"normalsterblich(.*)","zzz_none","advocative","people-centrism","regex",1,0,0,0,0,0,1,,"normalsterblich",FALSE,FALSE,FALSE,2019-04-08,6,1.75,1,"normalsterblich(.*)",0.22,"NA",0.85,0.63,0.80,0.66,0.73
103,"oberschicht","zzz_none","conflictive","anti-elitism","none",1,0,0,0,0,0,1,,"oberschicht",FALSE,FALSE,FALSE,2019-04-08,6,1.20,1,"oberschicht",0.40,"NA",0.79,0.65,0.78,0.54,0.66
104,"ohne (.* )?rückgrat","zzz_none","conflictive","anti-elitism","regex",1,0,0,0,0,0,1,,"ohnerückgrat",TRUE,FALSE,FALSE,2019-04-09,6,1.20,1,"ohne (.* )?rückgrat",0.36,0.38,0.85,0.63,0.80,0.66,0.61
105,"opportunist(en|in|innen)?","zzz_none","conflictive","anti-elitism","regex",1,0,0,0,0,0,1,,"opportunistenininnen",FALSE,FALSE,FALSE,2019-04-09,27,1.20,1,"opportunist(en|in|innen)?",0.21,"NA",0.85,0.63,0.80,0.84,0.82
106,"österreicher(innen|in)? (.* )?versteh(t|en)","common sense","advocative","people-centrism","regex",1,0,0,0,0,0,1,,"österreicherinneninverstehten",TRUE,FALSE,FALSE,2019-04-11,1,0.95,1,"österreicher(innen|in)? (.* )?versteh(t|en)",-0.10,"NA","NA","NA","NA","NA","#DIV/0!"
107,"österreichische(n|r)? tradition(en)?","zzz_none","advocative","people-centrism","regex",1,1,0,0,0,0,1,,"österreichischenrtraditionen",TRUE,FALSE,FALSE,2019-04-08,6,0.95,1,"österreichische(n|r)? tradition(en)?",0.43,"NA","NA","NA","NA","NA","#DIV/0!"
108,"(.*)partei(en)? (.* )?(be|an)?lüg(t|en)","unaufrichtige eliten","conflictive","anti-elitism","regex",1,0,0,0,0,0,1,,"parteienbeanlügten",TRUE,FALSE,FALSE,2019-04-11,13,1.07,1,"(.*)partei(en)? (.* )?(be|an)?lüg(t|en)",-0.13,0.16,0.85,0.63,0.80,0.66,0.54
109,"(.*)partei(en)?(-)?diktatur","zzz_none","conflictive","anti-elitism","regex",1,0,0,0,0,0,1,,"parteiendiktatur",FALSE,FALSE,FALSE,2019-04-08,1,1.00,1,"(.*)partei(en)?(-)?diktatur",0.44,"NA","NA","NA","NA","NA","#DIV/0!"
110,"(.*)partei(en)?(-)?kartell(.*)","zzz_none","conflictive","anti-elitism","regex",1,0,0,0,0,0,1,,"parteienkartell",FALSE,FALSE,FALSE,2019-04-08,23,1.01,1,"(.*)partei(en)?(-)?kartell(.*)",0.52,"NA",0.93,0.71,0.89,0.66,0.78
111,"parteien(-)?system","zzz_none","conflictive","anti-elitism","regex",1,0,0,0,0,0,1,,"parteiensystem",FALSE,FALSE,FALSE,2019-04-08,20,1.07,1,"parteien(-)?system",0.53,"NA",0.94,0.75,0.92,0.86,0.89
112,"plebiszitär(e|er|es|en|em)?","direkte demokratie","advocative","sovereignty","regex",1,0,0,0,0,0,1,,"plebiszitäreeresenem",FALSE,FALSE,FALSE,2019-04-08,4,1.14,1,"plebiszitär(e|er|es|en|em)?",0.44,0.38,0.85,0.63,0.80,0.66,0.61
113,"pöbel(s)?","zzz_none","conflictive","anti-elitism","regex",1,0,0,0,0,0,1,,"pöbels",FALSE,FALSE,FALSE,2019-04-08,6,1.16,1,"pöbel(s)?",0.80,"NA",0.85,0.63,0.80,0.66,0.73
114,"politiker(innen|in)? (.* )?(aus)?verkauf(t|en)","verabscheuenswerte eliten","conflictive","anti-elitism","regex",1,0,0,0,0,0,1,,"politikerinneninausverkauften",TRUE,FALSE,FALSE,2019-04-11,3,1.40,1,"politiker(innen|in)? (.* )?(aus)?verkauf(t|en)",0.44,"NA","NA","NA","NA","NA","#DIV/0!"
115,"politiker(innen|in)? (.* )?(vor)?täusch(t|en)","unaufrichtige eliten","conflictive","anti-elitism","regex",1,0,0,0,0,0,1,,"politikerinneninvortäuschten",TRUE,FALSE,FALSE,2019-04-11,1,1.18,1,"politiker(innen|in)? (.* )?(vor)?täusch(t|en)",0.44,"NA","NA","NA","NA","NA","#DIV/0!"
116,"politiker(-)?kaste","zzz_none","conflictive","anti-elitism","regex",1,0,0,0,0,0,1,,"politikerkaste",FALSE,FALSE,FALSE,2019-04-08,7,1.16,1,"politiker(-)?kaste",0.27,0.38,"NA","NA","NA","NA",0.38
117,"politikversagen(s)?","zzz_none","conflictive","anti-elitism","regex",1,0,0,0,0,0,1,,"politikversagens",FALSE,FALSE,FALSE,2019-04-08,25,1.18,1,"politikversagen(s)?",0.37,0.38,0.91,0.74,0.89,0.61,0.63
118,"politische(n|m|s)? versagen(s)?","zzz_none","conflictive","anti-elitism","regex",1,0,0,0,0,0,1,,"politischenmsversagens",TRUE,FALSE,FALSE,2019-04-08,16,1.10,1,"politische(n|m|s)? versagen(s)?",0.31,"NA",0.36,0.76,0.56,0.14,0.35
119,"politische(r|n)? klasse","zzz_none","conflictive","anti-elitism","regex",1,0,0,0,0,0,1,,"politischernklasse",TRUE,FALSE,FALSE,2019-04-08,30,1.14,1,"politische(r|n)? klasse",0.58,0.12,0.85,0.63,0.80,0.66,0.53
120,"politische(r|n|m|s)? kaste(.*)","zzz_none","conflictive","anti-elitism","regex",1,0,0,0,0,0,1,,"politischernmskaste",TRUE,FALSE,FALSE,2019-04-08,5,1.14,1,"politische(r|n|m|s)? kaste(.*)",0.44,"NA",0.85,0.63,0.80,0.66,0.73
121,"politische(s|n|m)? theater(.*)","zzz_none","conflictive","anti-elitism","regex",1,0,0,0,0,0,1,"check","politischesnmtheater",TRUE,FALSE,FALSE,2019-04-08,2,1.16,1,"politische(s|n|m)? theater(.*)",0.44,"NA","NA","NA","NA","NA","#DIV/0!"
122,"polit(-)?theater(.*)","zzz_none","conflictive","anti-elitism","regex",1,0,0,0,0,0,1,"check","polittheater",FALSE,FALSE,FALSE,2019-04-08,3,1.46,1,"polit(-)?theater(.*)",-0.06,"NA","NA","NA","NA","NA","#DIV/0!"
123,"(prinzipien|gesinnung|überzeugung(en)?|grundsätze) (über bord w(e|i)rf(en|t)|verr(a|ä)t(en)?|verg(e|i)ss(en|t)|änder(n|t)|wechsel(n|t)|tausch(t|en))","zzz_none","conflictive","anti-elitism","regex",1,0,0,0,0,0,1,,"prinzipiengesinnungüberzeugungengrundsätzeüberbordweirfentverraätenvergeissentänderntwechselnttauschten",TRUE,FALSE,FALSE,2019-04-09,5,1.79,1,"(prinzipien|gesinnung|überzeugung(en)?|grundsätze) (über bord w(e|i)rf(en|t)|verr(a|ä)t(en)?|verg(e|i)ss(en|t)|änder(n|t)|wechsel(n|t)|tausch(t|en))",0.27,"NA",0.85,0.63,0.80,0.66,0.73
124,"prinzipienlos(.*)","zzz_none","conflictive","anti-elitism","regex",1,0,0,0,0,0,1,,"prinzipienlos",FALSE,FALSE,FALSE,2019-04-09,12,1.13,1,"prinzipienlos(.*)",0.14,"NA","NA","NA","NA","NA","#DIV/0!"
125,"probleme (der|einer|unserer) leute","probleme der menschen","advocative","people-centrism","regex",1,0,0,0,0,0,1,,"problemedereinerunsererleute",TRUE,FALSE,FALSE,2019-04-11,3,1.16,1,"probleme (der|einer|unserer) leute",0.25,"NA","NA","NA","NA","NA","#DIV/0!"
126,"propagand(.*)","zzz_none","conflictive","anti-elitism","regex",1,1,0,0,0,0,1,,"propagand",FALSE,FALSE,FALSE,2019-04-08,386,1.15,1,"propagand(.*)",0.53,0.36,0.88,0.94,0.96,0.67,0.66
127,"pseudo(-)?(.*)partei(en)?","pseudo-eliten","conflictive","anti-elitism","regex",1,0,0,0,0,0,1,,"pseudoparteien",FALSE,FALSE,FALSE,2019-04-11,5,1.16,1,"pseudo(-)?(.*)partei(en)?",0.35,"NA",0.85,0.63,0.80,0.66,0.73
128,"raubritter(.*)","zzz_none","conflictive","anti-elitism","regex",1,0,0,0,0,0,1,,"raubritter",FALSE,FALSE,FALSE,2019-04-08,14,1.86,1,"raubritter(.*)",0.62,"NA",0.79,0.65,0.78,0.66,0.72
129,"realitätsfern(e|er|es|en|em)? ","abgehobene, dreiste eliten","conflictive","anti-elitism","regex",1,0,0,0,0,0,1,,"realitätsferneeresenem",TRUE,FALSE,FALSE,2019-04-11,64,1.73,1,"realitätsfern(e|er|es|en|em)? ",0.44,0.00,0.85,0.63,0.80,0.76,0.52
130,"realitätsfremd(e|er|es|en|em)? ","abgehobene, dreiste eliten","conflictive","anti-elitism","regex",1,0,0,0,0,0,1,,"realitätsfremdeeresenem",TRUE,FALSE,FALSE,2019-04-11,63,1.65,1,"realitätsfremd(e|er|es|en|em)? ",0.61,-0.24,0.85,0.63,0.80,0.84,0.47
131,"rechtschaffen(e|er|en|em) bürger(s|n|innen|in)?","ehrliche menschen","advocative","people-centrism","regex",1,0,0,0,0,0,1,,"rechtschaffeneerenembürgersninnenin",TRUE,FALSE,FALSE,2019-04-11,5,1.69,1,"rechtschaffen(e|er|en|em) bürger(s|n|innen|in)?",0.44,"NA",0.85,0.63,0.80,0.66,0.73
132,"redlich(e|er|en|em) bürger(s|n|innen|in)?","ehrliche menschen","advocative","people-centrism","regex",1,0,0,0,0,0,1,,"redlicheerenembürgersninnenin",TRUE,FALSE,FALSE,2019-04-11,0,1.63,1,"redlich(e|er|en|em) bürger(s|n|innen|in)?","NA","NA","NA","NA","NA","NA","#DIV/0!"
133,"regierung(en)? (.* )?(auf)?zwing(t|en)","diktatorische eliten","conflictive","anti-elitism","regex",1,0,0,0,0,0,1,,"regierungenaufzwingten",TRUE,FALSE,FALSE,2019-04-11,9,1.70,1,"regierung(en)? (.* )?(auf)?zwing(t|en)",0.59,"NA",0.85,0.63,0.80,"NA",0.80
134,"regierung(en)? (.* )?(aus)?verkauf(t|en)","verabscheuenswerte eliten","conflictive","anti-elitism","regex",1,0,0,0,0,0,1,,"regierungenausverkauften",TRUE,FALSE,FALSE,2019-04-11,14,1.71,1,"regierung(en)? (.* )?(aus)?verkauf(t|en)",0.40,"NA",0.85,0.63,0.80,"NA",0.80
135,"regierung(en)? (.* )?paktier(t|en)","paktierende eliten","conflictive","anti-elitism","regex",1,0,0,0,0,0,1,,"regierungenpaktierten",TRUE,FALSE,FALSE,2019-04-11,0,1.67,1,"regierung(en)? (.* )?paktier(t|en)","NA","NA","NA","NA","NA","NA","#DIV/0!"
136,"rückgratlos(.*)","zzz_none","conflictive","anti-elitism","regex",1,0,0,0,0,0,1,,"rückgratlos",FALSE,FALSE,FALSE,2019-04-09,30,1.61,1,"rückgratlos(.*)",0.26,"NA",0.85,0.63,0.80,0.66,0.73
137,"sagen dürfen","zzz_none","advocative","sovereignty","none",1,0,0,0,0,0,1,,"sagendürfen",TRUE,FALSE,FALSE,2019-04-08,15,1.62,1,"sagen dürfen",0.03,"NA","NA","NA","NA","NA","#DIV/0!"
138,"schäm(t|en)","zzz_none","conflictive","anti-elitism","regex",1,1,0,0,0,0,1,,"schämten",FALSE,FALSE,FALSE,2019-04-08,146,1.58,1,"schäm(t|en)",0.15,0.14,0.85,0.86,0.91,0.80,0.62
139,"schande","zzz_none","conflictive","anti-elitism","none",1,1,0,0,0,0,1,,"schande",FALSE,FALSE,FALSE,2019-04-08,415,1.56,1,"schande",0.37,0.07,0.80,0.65,0.79,0.53,0.46
140,"schickeria","zzz_none","conflictive","anti-elitism","none",1,0,0,0,0,0,1,,"schickeria",FALSE,FALSE,FALSE,2019-04-08,6,1.56,1,"schickeria",0.66,"NA","NA","NA","NA","NA","#DIV/0!"
141,"schickimicki(s)?","zzz_none","conflictive","anti-elitism","regex",1,0,0,0,0,0,1,,"schickimickis",FALSE,FALSE,FALSE,2019-04-08,2,1.63,1,"schickimicki(s)?",0.44,0.38,"NA","NA","NA","NA",0.38
142,"schmierfink(.*)","zzz_none","conflictive","anti-elitism","regex",1,0,0,0,0,0,1,,"schmierfink",FALSE,FALSE,FALSE,2019-04-08,0,1.58,1,"schmierfink(.*)","NA","NA","NA","NA","NA","NA","#DIV/0!"
143,"schmierig(e|er|es|en|em)?","zzz_none","conflictive","anti-elitism","regex",1,0,0,0,0,0,1,,"schmierigeeresenem",FALSE,FALSE,FALSE,2019-04-09,2,1.58,1,"schmierig(e|er|es|en|em)?",0.44,"NA","NA","NA","NA","NA","#DIV/0!"
144,"schreiberling(.*)","zzz_none","conflictive","anti-elitism","regex",1,0,0,0,0,0,1,,"schreiberling",FALSE,FALSE,FALSE,2019-04-08,6,1.58,1,"schreiberling(.*)",0.44,"NA",0.85,0.63,0.80,0.66,0.73
145,"schweigend(e|er|en) mehrheit","schweigende mehrheit","advocative","people-centrism","regex",1,0,0,0,0,0,1,,"schweigendeerenmehrheit",TRUE,FALSE,FALSE,2019-04-11,10,1.58,1,"schweigend(e|er|en) mehrheit",0.45,"NA","NA","NA","NA","NA","#DIV/0!"
146,"schweizer(innen|in)? (.* )?versteh(t|en)","common sense","advocative","people-centrism","regex",1,0,0,0,0,0,1,"very rare terms","schweizerinneninverstehten",TRUE,FALSE,FALSE,2019-05-10,0,1.60,1,"schweizer(innen|in)? (.* )?versteh(t|en)","NA","NA","NA","NA","NA","NA","#DIV/0!"
147,"schweizer tradition(en)?","zzz_none","advocative","people-centrism","regex",1,1,0,0,0,0,1,,"schweizertraditionen",TRUE,FALSE,FALSE,2019-04-08,8,1.92,1,"schweizer tradition(en)?",-0.12,"NA","NA","NA","NA","NA","#DIV/0!"
148,"selbstherrlich(.*)","diktatorische eliten","conflictive","anti-elitism","regex",1,0,0,0,0,0,1,,"selbstherrlich",FALSE,FALSE,FALSE,2019-11-19,59,1.59,1,"selbstherrlich(.*)",,,,,,,"#DIV/0!"
149,"sich (.* )?bürger(innen|in)? (.* )?(wehr|widersetz|verteidig)(t|en)","menschen wehren sich","advocative","people-centrism","regex",1,0,0,0,0,0,1,,"sichbürgerinneninwehrwidersetzverteidigten",TRUE,FALSE,FALSE,2019-04-11,4,1.78,1,"sich (.* )?bürger(innen|in)? (.* )?(wehr|widersetz|verteidig)(t|en)",0.17,0.38,0.85,0.63,0.80,0.66,0.61
150,"so(-)?genannt(e|er|en) (.*)medien","pseudo-eliten","conflictive","anti-elitism","regex",1,0,0,0,0,0,1,,"sogenannteerenmedien",TRUE,FALSE,FALSE,2019-04-11,11,1.59,1,"so(-)?genannt(e|er|en) (.*)medien",0.47,"NA",0.85,0.63,0.80,0.66,0.73
151,"so(-| )?genannt(e|er|es|en|em)? ","pseudo-eliten","conflictive","anti-elitism","regex",1,0,0,0,0,0,1,,"sogenannteeresenem",TRUE,FALSE,FALSE,2019-04-11,1363,1.72,1,"so(-| )?genannt(e|er|es|en|em)? ",0.72,0.04,0.92,0.65,0.86,0.57,0.49
152,"standhaft(e|er|es|en|em)?","ehrliche menschen","advocative","people-centrism","regex",1,0,0,0,0,0,1,"not useful?","standhafteeresenem",FALSE,FALSE,FALSE,2019-04-11,59,1.61,1,"standhaft(e|er|es|en|em)?",0.60,0.54,0.45,0.25,0.39,0.06,0.33
153,"steuerzahlend(e|er|en|em) bürger(s|n|innen|in)?","arbeitende menschen","advocative","people-centrism","regex",1,0,0,0,0,0,1,,"steuerzahlendeerenembürgersninnenin",TRUE,FALSE,FALSE,2019-04-11,6,1.62,1,"steuerzahlend(e|er|en|em) bürger(s|n|innen|in)?",0.35,"NA",0.85,0.63,0.80,0.66,0.73
154,"steuerzahler(innen|in)? (.* )?(wollen|(ein)?fordern|möchten|mögen|verlangen|beanspruchen|wünschen)","volkswille","advocative","sovereignty","regex",1,1,0,0,0,0,1,,"steuerzahlerinneninwolleneinfordernmöchtenmögenverlangenbeanspruchenwünschen",TRUE,FALSE,FALSE,2019-04-11,7,1.64,1,"steuerzahler(innen|in)? (.* )?(wollen|(ein)?fordern|möchten|mögen|verlangen|beanspruchen|wünschen)",0.41,"NA",0.85,0.63,0.80,0.66,0.73
155,"stimmvieh","zzz_none","conflictive","anti-elitism","none",1,0,0,0,0,0,1,,"stimmvieh",FALSE,FALSE,FALSE,2019-04-08,6,1.90,1,"stimmvieh",0.31,"NA",0.85,0.63,0.80,0.66,0.73
156,"system(-)?partei(en)?","zzz_none","conflictive","anti-elitism","regex",1,0,0,0,0,0,1,,"systemparteien",FALSE,FALSE,FALSE,2019-05-01,20,1.93,1,"system(-)?partei(en)?",0.66,0.16,"NA","NA","NA",0.52,0.34
157,"täuschung","zzz_none","conflictive","anti-elitism","none",1,1,0,0,0,0,1,,"täuschung",FALSE,FALSE,FALSE,2019-04-08,60,1.65,1,"täuschung",0.24,0.40,0.94,0.75,0.92,0.26,0.53
158,"technokrat(.*)","zzz_none","conflictive","anti-elitism","regex",1,0,0,0,0,0,1,,"technokrat",FALSE,FALSE,FALSE,2019-04-08,59,1.63,1,"technokrat(.*)",0.38,0.17,0.79,0.65,0.78,0.66,0.54
159,"teil des systems","zzz_none","conflictive","anti-elitism","none",1,0,0,0,0,0,1,,"teildessystems",TRUE,FALSE,FALSE,2019-04-08,5,1.68,1,"teil des systems",0.45,"NA","NA","NA","NA","NA","#DIV/0!"
160,"tradition(en)?","zzz_none","advocative","people-centrism","regex",1,0,0,0,0,0,1,,"traditionen",FALSE,FALSE,FALSE,2019-04-08,658,1.80,1,"tradition(en)?",0.37,0.38,0.91,0.69,0.87,0.62,0.62
161,"überheblich(e|er|es|en|em)?","abgehobene, dreiste eliten","conflictive","anti-elitism","regex",1,0,0,0,0,0,1,,"überheblicheeresenem",FALSE,FALSE,FALSE,2019-04-11,29,1.02,1,"überheblich(e|er|es|en|em)?",0.68,0.54,0.80,0.55,0.74,0.64,0.64
162,"undemokratisch(e|er|es|en|em)? ","diktatorische eliten","conflictive","anti-elitism","regex",1,1,0,0,0,0,1,,"undemokratischeeresenem",TRUE,FALSE,FALSE,2019-04-11,244,1.39,1,"undemokratisch(e|er|es|en|em)? ",0.48,0.07,0.96,0.79,0.95,0.29,0.44
163,"unehrlich(e|er|es|en|em)? ","unaufrichtige eliten","conflictive","anti-elitism","regex",1,1,0,0,0,0,1,,"unehrlicheeresenem",TRUE,FALSE,FALSE,2019-04-11,67,1.39,1,"unehrlich(e|er|es|en|em)? ",0.84,0.14,0.79,0.65,0.78,0.76,0.56
164,"unmut","zzz_none","conflictive","anti-elitism","none",1,0,0,0,0,0,1,,"unmut",FALSE,FALSE,FALSE,2019-04-09,86,1.35,1,"unmut",0.66,0.60,0.85,0.63,0.80,0.66,0.69
165,"uns(er(e|er|en))? bürger(n|innen)?","unsere leute","advocative","people-centrism","regex",1,0,0,0,0,0,1,,"unsereerenbürgerninnen",TRUE,FALSE,FALSE,2019-04-11,214,1.41,1,"uns(er(e|er|en))? bürger(n|innen)?",0.71,0.16,0.49,0.17,0.38,0.50,0.35
166,"uns(er(e|er|en))? steuerzahler(n|innen)?","unsere leute","advocative","people-centrism","regex",1,0,0,0,0,0,1,,"unsereerensteuerzahlerninnen",TRUE,FALSE,FALSE,2019-04-11,25,1.37,1,"uns(er(e|er|en))? steuerzahler(n|innen)?",0.55,"NA",0.85,0.63,0.80,0.33,0.57
167,"unters volk","zzz_none","advocative","people-centrism","none",1,0,0,0,0,0,1,,"untersvolk",TRUE,FALSE,FALSE,2019-04-08,8,1.34,1,"unters volk",0.68,"NA",0.85,0.63,0.80,0.66,0.73
168,"verlogen(e|er|es|en|em)? ","unaufrichtige eliten","conflictive","anti-elitism","regex",1,0,0,0,0,0,1,,"verlogeneeresenem",TRUE,FALSE,FALSE,2019-04-11,86,1.07,1,"verlogen(e|er|es|en|em)? ",0.74,0.44,0.73,0.40,0.63,0.50,0.52
169,"vermeintlich(e|er|en|em)? (.* )?politiker(s|n|innen|in)?","pseudo-eliten","conflictive","anti-elitism","regex",1,0,0,0,0,0,1,,"vermeintlicheerenempolitikersninnenin",TRUE,FALSE,FALSE,2019-04-11,1,1.06,1,"vermeintlich(e|er|en|em)? (.* )?politiker(s|n|innen|in)?",0.44,"NA",0.85,0.63,0.80,0.66,0.73
170,"vermeintlich(e|er|en)? (.*)partei(en)?","pseudo-eliten","conflictive","anti-elitism","regex",1,0,0,0,0,0,1,,"vermeintlicheerenparteien",TRUE,FALSE,FALSE,2019-04-11,17,1.15,1,"vermeintlich(e|er|en)? (.*)partei(en)?",0.51,-0.18,0.85,0.63,0.80,0.66,0.43
171,"vermeintlich(e|er|es|en|em)? (.* )?politiker(s|n|innen|in)?","pseudo-eliten","conflictive","anti-elitism","regex",1,0,0,0,0,0,1,,"vermeintlicheeresenempolitikersninnenin",TRUE,FALSE,FALSE,2019-04-11,1,1.20,1,"vermeintlich(e|er|es|en|em)? (.* )?politiker(s|n|innen|in)?","NA","NA","NA","NA","NA","NA","#DIV/0!"
172,"versteh(t|en) (.* )?bevölkerung","common sense","advocative","people-centrism","regex",1,0,0,0,0,0,1,,"verstehtenbevölkerung",TRUE,FALSE,FALSE,2019-04-11,1,1.59,1,"versteh(t|en) (.* )?bevölkerung",0.44,"NA","NA","NA","NA","NA","#DIV/0!"
173,"versteh(t|en) (.* )?bürger(innen|in)?","common sense","advocative","people-centrism","regex",1,0,0,0,0,0,1,,"verstehtenbürgerinnenin",TRUE,FALSE,FALSE,2019-04-11,16,1.08,1,"versteh(t|en) (.* )?bürger(innen|in)?",0.27,"NA",0.85,0.63,0.80,0.66,0.73
174,"versteh(t|en) (.* )?deutsche(n|r)?","common sense","advocative","people-centrism","regex",1,0,0,0,0,0,1,,"verstehtendeutschenr",TRUE,FALSE,FALSE,2019-04-11,11,1.07,1,"versteh(t|en) (.* )?deutsche(n|r)?",0.40,"NA",0.85,0.63,0.80,0.66,0.73
175,"versteh(t|en) (.* )?österreicher(innen|in)?","common sense","advocative","people-centrism","regex",1,0,0,0,0,0,1,,"verstehtenösterreicherinnenin",TRUE,FALSE,FALSE,2019-04-11,0,1.07,1,"versteh(t|en) (.* )?österreicher(innen|in)?","NA","NA","NA","NA","NA","NA","#DIV/0!"
176,"versteh(t|en) (.* )?schweizer(innen|in)?","common sense","advocative","people-centrism","regex",1,0,0,0,0,0,1,"very rare terms","verstehtenschweizerinnenin",TRUE,FALSE,FALSE,2019-05-10,1,1.06,1,"versteh(t|en) (.* )?schweizer(innen|in)?",-0.06,"NA","NA","NA","NA","NA","#DIV/0!"
177,"vetter(n|li)wirtschaft","zzz_none","conflictive","anti-elitism","regex",1,0,0,0,0,0,1,,"vetternliwirtschaft",FALSE,FALSE,FALSE,2019-04-09,35,1.18,1,"vetter(n|li)wirtschaft",0.61,0.04,0.85,0.63,0.80,0.66,0.50
178,"volk (ab)?stimm(t|en)","direkte demokratie","advocative","sovereignty","regex",1,1,0,0,0,0,1,,"volkabstimmten",TRUE,FALSE,FALSE,2019-04-08,4,1.16,1,"volk (ab)?stimm(t|en)",0.66,"NA","NA","NA","NA","NA","#DIV/0!"
179,"volksabstimmung(en)?","direkte demokratie","advocative","sovereignty","regex",1,1,0,0,0,0,1,,"volksabstimmungen",FALSE,FALSE,FALSE,2019-04-08,615,1.49,1,"volksabstimmung(en)?",0.82,0.53,0.94,0.82,0.94,0.79,0.75
